id_imovel,imovel,telefone,fax,email,cj,num_varas_instaladas,entrancia,comarca_tjsp,dist_capital,tensao_eletrica,endereco_lougradouro,endereco_cep,endereco_municipio,endereco_uf
114,Fórum Ipuã,(16) 2162-1201,Não Informado,ipuaadm@tjsp.jus.br,Ituverava,1,Entrância Inicial,Ipuã,373.76,110V,"Avenida Carlos Fernandes , 320 - Centro",14610-000,Ipuã,SP
115,Fórum I Itaberá,Não Informado,Não Informado,itaberaadm@tjsp.jus.br,Itapeva,1,Entrância Inicial,Itaberá,257.0,110V,"Rua Coronel José Pedro de Lima , 266 - Centro",18440-000,Itaberá,SP
116,Fórum Itaí,(14) 3761-9901,Não Informado,Não Informado,Avaré,2,Entrância Inicial,Itaí,250.78,110V,"Praça da Colonização Japonesa , 220 - V. Florentino Dognani",18730-000,Itaí,SP
117,FORO DA COMARCA DE ITAJOBI,(17) 3546-9701,Não Informado,itajobiadm@tjsp.jus.br,Catanduva,2,Entrância Inicial,Itajobi,351.03,220V,"Rua Said Farhat , 100 - Centro",15840-031,Itajobi,SP
118,Fórum Itanhaém - Desembargador Nelson Pinheiro Franco,Não Informado,Não Informado,itanhaemadm@tjsp.jus.br,Itanhaém,4,Entrância Final,Itanhaém,72.3,220V,"Avenida Rui Barbosa , 867 - Centro",11740-000,Itanhaém,SP
119,Fórum I Itapecerica da Serra,(11) 4635-5802,Não Informado,itapecericaadm@tjsp.jus.br,Itapecerica da Serra,4,Entrância Final,Itapecerica da Serra,28.7,110V,"Rua Major Matheus Rotger Domingues , 155 - Centro",06850-850,Itapecerica da Serra,SP
120,Fórum Itapetininga I - (Desembargador Bernardes Júnior),(15) 3511-2920,Não Informado,itapetiningaadm@tjsp.jus.br,Itapetininga,6,Entrância Final,Itapetininga,144.49,220V,"Praça Três Poderes , s/n - Jd. Marabá",18213-540,Itapetininga,SP
121,Fórum Itapeva I - Desembargador Euclides de Campos,Não Informado,Não Informado,itapevaadm@tjsp.jus.br,Itapeva,5,Entrância Final,Itapeva,232.99,110V,"Avenida Dona Paulina de Morais , 444 - Vila Ophélia",18400-818,Itapeva,SP
122,Fórum Itapevi,(11) 4322-9341,Não Informado,itapeviadm@tjsp.jus.br,Itapecerica da Serra,7,Entrância Final,Itapevi,30.37,110V,"Rua Vereador Dr. Cid Manoel de Oliveira , 405 - Jd. Santa Rita",06660-280,Itapevi,SP
123,Fórum I Itapira,(19) 2149-1626,Não Informado,itapiraadm@tjsp.jus.br,Mogi Mirim,3,Entrância Intermediária,Itapira,125.1,110V,"Praça Coronel Souza Ferreira , s/n - Centro",13970-906,Itapira,SP
124,Fórum I da Comarca de Itápolis,(16) 3273-9359,Não Informado,itapolisadm@tjsp.jus.br,Araraquara,2,Entrância Inicial,Itápolis,311.54,110V,"Avenida dos Amaros , 800 - Centro",14900-223,Itápolis,SP
125,Fórum Itaporanga- DESEMBARGADOR PLÍNIO DE CARVALHO PINTO,Não Informado,(15) 3565-9417,itaporangaadm@tjsp.jus.br,Itapeva,1,Entrância Inicial,Itaporanga,291.27,220V,"Avenida Santa Cruz , 59 - Centro",18480-000,Itaporanga,SP
126,Fórum Itararé (Dr. Antônio José Luciano Vieira),(15) 3532-8515,Não Informado,itarareadm@tjsp.jus.br,Itapeva,3,Entrância Inicial,Itararé,282.25,220V,"Rua Frei Caneca , 982 - Vila Jurandir",18460-164,Itararé,SP
127,Fórum Itariri,(13) 3418-7550,Não Informado,itaririadm@tjsp.jus.br,Itanhaém,1,Entrância Inicial,Itariri,98.89,110V,"Rua Engº José Claret de Toledo Goulart , 41 - Centro",11760-000,Itariri,SP
128,Fórum da Comarca de Itatiba,(11) 2299-1203,Não Informado,itatibaadm@tjsp.jus.br,Jundiaí,2,Entrância Intermediária,Itatiba,63.73,220V,"Avenida Barão de Itapema , 181 - Centro",13250-902,Itatiba,SP
129,Fórum de Itatinga,(14) 3848-9710,Não Informado,itatingaadm@tjsp.jus.br,Botucatu,1,Entrância Inicial,Itatinga,208.15,110V,"Rua Major Prado , 405 - Centro",18690-000,Itatinga,SP
130,Desembargador Lafayette Salles Júnior,Não Informado,Não Informado,Não Informado,Rio Claro,1,Entrância Inicial,Itirapina,188.45,110V,"Rua 1 , 180 - Centro",13530-000,Itirapina,SP
131,Forum Juiz Antonio de Souza Barros,(11) 2550-5371,Não Informado,ituadm@tjsp.jus.br,Itu,7,Entrância Final,Itu,74.66,110V,"Rua Luiz Bolognesi , s/n - Brasil",13301-900,Itu,SP
132,Fórum Ituverava,(16) 2165-9001,Não Informado,ituveravaadm@tjsp.jus.br,Ituverava,4,Entrância Intermediária,Ituverava,375.83,110V,"Avenida Anhanguera , 778 - Cidade Universitária",14500-000,Ituverava,SP
133,Fórum da Comarca de Jaboticabal “Dr. Joaquim Antônio de Oliveira Neves”,(16) 2141-9101,Não Informado,jaboticabaladm@tjsp.jus.br,Jaboticabal,5,Entrância Final,Jaboticabal,308.28,110V,"Praça do Café , 300 - Aparecida",14870-901,Jaboticabal,SP
134,Fórum Jacareí I - (Armando Salles de Oliveira),(12) 2127-8901,Não Informado,jacareiadm@tjsp.jus.br,São José dos Campos,8,Entrância Final,Jacareí,73.5,110V,"Praça dos Três Poderes , s/n - Centro",12327-902,Jacareí,SP
135,Fórum Jacupiranga I,Não Informado,Não Informado,jacupirangaadm@tjsp.jus.br,Registro,2,Entrância Inicial,Jacupiranga,188.21,220V,"Avenida Presidente Kennedy , 299 - Centro",11940-000,Jacupiranga,SP
136,Fórum I Jaguariúna (Prédio Principal),(19) 3311-1762,(19) 3311-1764,jaguariunaadm@tjsp.jus.br,Amparo,2,Entrância Intermediária,Jaguariúna,100.23,110V,"Rua Santo Antônio de Posse , 259 - Jd. Dom Bosco (Loteamento Prefeitura)",13911-016,Jaguariúna,SP
137,"FÓRUM ""DR. JOVIANO PACHECO AGUIRRE"" - JALES",(17) 2145-9126,Não Informado,jalesadm@tjsp.jus.br,Jales,5,Entrância Final,Jales,543.64,110V,"Rua Nove , 2.231 - Centro",15700-018,Jales,SP
138,Fórum de Jandira Des. CID NORBERTO VIEIRA DE SOUZA,(11) 2838-7514,Não Informado,jandiraadm@tjsp.jus.br,Osasco,4,Entrância Intermediária,Jandira,27.31,110V,"Avenida José Pedro , 401 - JD. SÃO LUIZ",06618005,Jandira,SP
139,Fórum Jardinópolis I,(16) 2166-9001,Não Informado,jardinopolisadm@tjsp.jus.br,Ribeirão Preto,5,Entrância Inicial,Jardinópolis,304.3,110V,"Praça Doutor Mário Lins , s/n - centro",14680-000,Jardinópolis,SP
140,"Fórum ""Desembargador Antonio Joaquim de Oliveira""",(11) 2838-7903,(11) 2838-7908,jarinuadm@tjsp.jus.br,Bragança Paulista,1,Entrância Inicial,Jarinu,50.58,110V,"Avenida Dr. Antenor Soares Gandra , 465 - Jardim da Saúde",13240-045,Jarinu,SP
141,Fórum Jaú I - Antonio Hermógenes Altenfelder Silva,(14) 3411-1661,Não Informado,jauadm@tjsp.jus.br,Jaú,7,Entrância Intermediária,Jaú,241.08,110V,"Avenida Rodolpho Magnani , s/n - Centro",17210-100,Jaú,SP
142,Fórum José Bonifácio [Desativado],(17) 3245-1390,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Av. Antonio Gonçalves da Silva , 1276 - centro",15200-000,José Bonifácio,SP
143,Fórum Jundiaí I - (Principal),(11) 2136-6210,Não Informado,jundiaiadm@tjsp.jus.br,Jundiaí,14,Entrância Final,Jundiaí,47.55,220V,"Largo São Bento , s/nº - Centro",13201-035,Jundiaí,SP
144,Fórum Junqueirópolis,(18) 3841-8640,Não Informado,junqueiropolisadm@tjsp.jus.br,Dracena,1,Entrância Inicial,Junqueirópolis,542.09,110V,"Rua Porto Alegre , 1230 - Centro",17890-017,Junqueirópolis,SP
145,Fórum Juquiá,(13) 3844-6808,Não Informado,juquiaadm@tjsp.jus.br,Registro,1,Entrância Inicial,Juquiá,133.02,110V,"Rua Major Martins Coelho , 439 - Centro",11800-000,Juquiá,SP
146,Fórum Deputado José Costa,(15) 3383-8654,(15) 3383-8654,laranjaladm@tjsp.jus.br,Piracicaba,1,Entrância Inicial,Laranjal Paulista,134.57,110V,"Avenida Prefeito Hermelindo Pillon , s/n - Jardim Elite",18506-020,Laranjal Paulista,SP
147,Fórum Dr Oscar Ulson,(19) 2133-9015,Não Informado,lemeadm@tjsp.jus.br,Pirassununga,5,Entrância Intermediária,Leme,170.0,220V,"Rua Bernardino de Campos , 770 - Centro",13610-901,Leme,SP
148,Fórum Lençóis Paulista I - (Octávio Pinheiro Brizola),(14) 3721-2068,Não Informado,lencoisadm@tjsp.jus.br,Bauru,4,Entrância Intermediária,Lençóis Paulista,245.22,110V,"Avenida Padre Salústio Rodrigues Machado , 599 - Jardim Ubirama",18683-471,Lençóis Paulista,SP
149,FORUM DA COMARCA DE LIMEIRA I (CÍVEL),Não Informado,(19) 2113-3051,limeiraadm@tjsp.jus.br,Limeira,2,Entrância Final,Limeira,134.49,110V,"VIA ANTONIO CRUÃNES FILHO , 300 - JD STA CECILIA",13480-672,Limeira,SP
150,Fórum Lins I,(14) 3511-1540,Não Informado,linsadm@tjsp.jus.br,Lins,7,Entrância Final,Lins,380.62,220V,"Rua Gil Pimentel Moura , 51 - Jd. Americano",16400-920,Lins,SP
151,Fórum Lorena,(12) 2124-1901,Não Informado,lorenaadm@tjsp.jus.br,Guaratinguetá,4,Entrância Intermediária,Lorena,179.22,110V,"Rua Doutor Epitácio Santiago , 99 - Centro",12600-530,Lorena,SP
152,Fórum Lucélia,(18) 3551-9420,Não Informado,luceliaadm@tjsp.jus.br,Tupã,2,Entrância Inicial,Lucélia,493.56,110V,"Praça José Firpo , s/nº - Centro",17780-068,Lucélia,SP
153,Fórum Desembargador José Gonçalves Sobrinho,(14) 3298-9613,Não Informado,macatubaadm@tjsp.jus.br,Jaú,1,Entrância Inicial,Macatuba,242.1,110V,"Rua Sergipe , 1-36 - Jd. Panorama",17290-326,Macatuba,SP
154,Fórum Macaubal I,(17) 3874-1908,Não Informado,macaubaladm@tjsp.jus.br,São José do Rio Preto,1,Entrância Inicial,Macaubal,458.62,220V,"Rua Sebastião Dib , 668 - Centro",15270-000,Macaubal,SP
155,Fórum Mairinque,(11) 2118-6020,Não Informado,mairinqueadm@tjsp.jus.br,Sorocaba,2,Entrância Intermediária,Mairinque,55.76,110V,"Avenida Doutor Gaspar Ricardo Jr. , 185 - Centro",18120-000,Mairinque,SP
156,Fórum Mairiporã,(11) 2928-6951,Não Informado,mairiporaadm@tjsp.jus.br,Guarulhos,2,Entrância Inicial,Mairiporã,25.95,220V,"Rua Doutor José Adriano Marrey Jr. , 780 - Jardim Galrão",07600-225,Mairiporã,SP
157,Fórum Desembargador Joaquim Bandeira de Mello,(18) 3371-8601,(18) 3371-8603,maracaiadm@tjsp.jus.br,Assis,1,Entrância Inicial,Maracaí,425.27,220V,"Avenida São Paulo , 440 - Centro",19840-011,Maracaí,SP
158,Fórum Marília I,(14) 3311-1143,Não Informado,mariliaadm@tjsp.jus.br,Marília,14,Entrância Final,Marília,370.08,220V,"Rua Lourival Freire , 120 - Fragata",17519-902,Marília,SP
159,Fórum Martinópolis,(18) 3275-9801,Não Informado,martinopolisadm@tjsp.jus.br,Presidente Prudente,3,Entrância Inicial,Martinópolis,490.1,220V,"Rua José Henrique de Mello , 158 - Centro",19500-037,Martinópolis,SP
160,Matão (Desativado),(16) 3382-1113,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Avenida 7 de Setembro , 856 - Centro",15990-160,Matão,SP
161,Fórum Mauá I - (Principal),Não Informado,Não Informado,mauaadm@tjsp.jus.br,Santo André,6,Entrância Final,Mauá,22.27,220V,"Avenida João Ramalho , 111 - Centro",09371-901,Mauá,SP
162,Fórum de Miguelópolis,(16) 3835-2249,(16) 3835-2122,miguelopolisadm@tjsp.jus.br,Ituverava,1,Entrância Inicial,Miguelópolis,401.33,220V,"Rua Pedro Cristino da Silva , 1005 - Centro",14530-000,Miguelópolis,SP
163,Fórum Isidoro de Jesus Leite,(13) 3847-6909,Não Informado,miracatuadm@tjsp.jus.br,Registro,2,Entrância Inicial,Miracatu,116.86,110V,"Avenida Dona Evarista de Castro Ferreira , 50 - Centro",11850-000,Miracatu,SP
164,Fórum Mirandópolis,(18) 2175-5952,Não Informado,mirandopolisadm@tjsp.jus.br,Andradina,3,Entrância Inicial,Mirandópolis,531.92,220V,"Rua Adelino Minari , 726 - Centro",16800-000,Mirandópolis,SP
165,Fórum I Mirante do Paranapanema,(18) 3991-9201,(18) 3991-9201,miranteadm@tjsp.jus.br,Presidente Venceslau,3,Entrância Inicial,Mirante do Paranapanema,557.44,220V,"Rua Maria Lucia Rodrigues de Almeida , 455 - Centro",19260-000,Mirante do Paranapanema,SP
166,Fórum de Mirassol I,Não Informado,Não Informado,mirassoladm@tjsp.jus.br,São José do Rio Preto,4,Entrância Intermediária,Mirassol,424.59,110V,"Rua Floriano Peixoto , 17-50 - Centro",15130-007,Mirassol,SP
167,Fórum Mococa - João Gomes Barrreto Filho,(19) 2172-9005,Não Informado,mococaadm@tjsp.jus.br,Casa Branca,3,Entrância Intermediária,Mococa,234.36,110V,"Avenida Doutor Gabriel do Ó , 1203 - Cohab I",13732-620,Mococa,SP
168,Fórum de Mogi das Cruzes (Brás Cubas) - desativado,(11) 4727-6104,Não Informado,Não Informado,Não Informado,0,Não Informado,Não Informado,,Não Informado,"Rua Francisco Afonso de Melo , 550 - Brás Cubas",08740-310,Mogi das Cruzes,SP
169,"Fórum I Leôncio Arouche de Toledo (Cível, V. Infância e Juventude, JEC e JECRIM)",(11) 2823-8206,Não Informado,mogicruzesadm@tjsp.jus.br,Mogi das Cruzes,0,Entrância Final,Mogi das Cruzes,45.75,220V,"Avenida Cândido Xavier de Almeida Souza , 159 - Vila Partênio",08780-912,Mogi das Cruzes,SP
170,Fórum Mogi Guaçu I,(19) 3019-2754,Não Informado,mojiguacuadm@tjsp.jus.br,Mogi Mirim,5,Entrância Final,Mogi Guaçu,134.46,110V,"Rua José Colombo , 45 - Morro do Ouro",13840-065,Mogi Guaçu,SP
171,Fórum Mogi Mirim I (Principal),(19) 3022-7981,(19) 3022-7971,mojimirimadm@tjsp.jus.br,Mogi Mirim,6,Entrância Final,Mogi Mirim,128.39,110V,"Rua Coronel Venâncio Ferreira Alves Adorno , 60 - Saúde",13800-221,Mogi Mirim,SP
172,"Fórum ""Juiz Eleutério Dutra Filho"" - Mongaguá",(13) 3346-5206,(13) 3346-5226,mongaguaadm@tjsp.jus.br,Itanhaém,2,Entrância Inicial,Mongaguá,59.94,110V,"Avenida São Paulo , 300 - Vila São Paulo",11730-000,Mongaguá,SP
173,Fórum Monte Alto I,(16) 2145-5404,Não Informado,montealtoadm@tjsp.jus.br,Jaboticabal,2,Entrância Inicial,Monte Alto,318.14,110V,"Rua Dr. Raul da Rocha Medeiros , 1251 - Centro",15910-000,Monte Alto,SP
174,Fórum Monte Aprazível,Não Informado,Não Informado,monteapraziveladm@tjsp.jus.br,São José do Rio Preto,2,Entrância Inicial,Monte Aprazível,442.31,220V,"Rua Monteiro Lobato , 269 - Centro",15150-000,Monte Aprazível,SP
175,Fórum Desembargador Otávio Stucchi - Monte Azul Paulista -,(17) 3361-7622,Não Informado,monteazuladm@tjsp.jus.br,Barretos,1,Entrância Inicial,Monte Azul Paulista,358.9,110V,"Rua Floriano Peixoto , 515 - Centro",14730-000,Monte Azul Paulista,SP
176,Fórum Desembargador Antonio Garrigós Vinhaes,(19) 2141-2609,Não Informado,montemoradm@tjsp.jus.br,Piracicaba,3,Entrância Intermediária,Monte Mor,96.39,110V,"Rua João Carlos Gomes Carneiro , 12 - Jd. Guanabara",13190-664,Monte Mor,SP
177,Fórum Mário Masagão,(16) 3851-1855,(16) 3851-1880,morroagudoadm@tjsp.jus.br,Batatais,1,Entrância Inicial,Morro Agudo,345.76,110V,"Rua Basilio Otavio , 313 - Cj. Hab. José Benedetti",14640-000,Morro Agudo,SP
178,Fórum de Neves Paulista,Não Informado,Não Informado,Não Informado,São José do Rio Preto,2,Entrância Inicial,Neves Paulista,430.39,110V,"Rua Rui Barbosa , 100 - Centro",15120-061,Neves Paulista,SP
179,Fórum Nhandeara,(17) 3467-9703,Não Informado,nhandearaadm@tjsp.jus.br,Votuporanga,2,Entrância Inicial,Nhandeara,472.71,110V,"Rua Raul Cardoso de Souza, 197 , 197 - centro",15190-000,Nhandeara,SP
180,Fórum Nova Granada I - Principal,(17) 2186-5958,(17) 2186-5963,Não Informado,São José do Rio Preto,1,Entrância Inicial,Nova Granada,434.12,110V,"Avenida Doutor Hildeberto Albuquerque Ferreira , 1001 - Centro",15440-007,Nova Granada,SP
181,"FORUM ""DR WALDOMIRO DELFINO DE AMORIM LIMA""",(19) 3399-4103,Não Informado,novaodessaadm@tjsp.jus.br,Americana,2,Entrância Inicial,Nova Odessa,109.01,110V,"AV JOÃO PESSOA , 1270/1300 - BOSQUE DOS CEDROS",13380-094,Nova Odessa,SP
182,Fórum I Novo Horizonte,(17) 3543-9508,Não Informado,novohorizonteadm@tjsp.jus.br,Catanduva,2,Entrância Inicial,Novo Horizonte,352.11,220V,"Rua São Sebastião , 779 - Centro",14960-040,Novo Horizonte,SP
183,Fórum Nuporanga - (Des. Antonio Rodrigues Porto),(16) 3847-1104,(16) 3847-1104,nuporangaadm@tjsp.jus.br,Batatais,1,Entrância Inicial,Nuporanga,333.64,110V,"Avenida Padre Geraldo Trossel , 369 - centro",14670-000,Nuporanga,SP
184,Fórum Olímpia I - (Principal),(17) 2190-5051,Não Informado,olimpiaadm@tjsp.jus.br,Barretos,3,Entrância Intermediária,Olímpia,390.85,110V,"Rua Engenheiro Reid , 377 - Patrimônio de São João Batista",15400-091,Olímpia,SP
185,"Fórum "" Antonio de Quadros""",(16) 2174-6222,Não Informado,orlandiaadm@tjsp.jus.br,Batatais,2,Entrância Inicial,Orlândia,339.81,220V,"Praça Coronel Francisco Orlando , s/n - Centro",14620-000,Orlândia,SP
186,Fórum Osasco ( Principal),Não Informado,Não Informado,osascoadm@tjsp.jus.br,Osasco,16,Entrância Final,Osasco,15.99,110V,"Avenida das Flores , 703 - Jardim das Flores",06110-100,Osasco,SP
187,"Fórum ""Desembargador Márcio Munhoz""",(18) 3529-8451,Não Informado,osvaldocruzadm@tjsp.jus.br,Tupã,2,Entrância Inicial,Osvaldo Cruz,477.87,110V,"Avenida Estados Unidos , 480 - Jardim das Bandeiras",17700-000,Osvaldo Cruz,SP
188,Fórum I Ourinhos,(14) 3512-3005,Não Informado,ourinhosadm@tjsp.jus.br,Ourinhos,6,Entrância Final,Ourinhos,336.45,110V,"Rua dos Expedicionários , 1895 - Jardim Matilde",19902-610,Ourinhos,SP
189,Fórum Pacaembu,(18) 3862-9910,Não Informado,pacaembuadm@tjsp.jus.br,Dracena,0,Entrância Inicial,Pacaembu,523.7,110V,"Av. São João , 1361 - Guaraniúva",17860-000,Pacaembu,SP
190,"""Fórum: José Eduardo Coelho de Paula""",(17) 3293-9803,(17) 3293-9804,palestinaadm@tjsp.jus.br,São José do Rio Preto,1,Entrância Inicial,Palestina,454.36,110V,"Rua Capitão Faria , 1048 - Centro",15470-000,Palestina,SP
191,Fórum da Comarca de Palmeira d’Oeste,(17) 3651-9902,Não Informado,palmeiradoesteadm@tjsp.jus.br,Jales,1,Entrância Inicial,Palmeira d'Oeste,549.71,220V,"Rua XV de Novembro , 48-71 - centro",15720-029,Palmeira d'Oeste,SP
192,Fórum Dr. Ethayba Gilson Parahiba,(18) 2141-5151,Não Informado,palmitaladm@tjsp.jus.br,Assis,2,Entrância Inicial,Palmital,375.75,220V,"Avenida Reginalda Leão , 1500 - Centro",19970-050,Palmital,SP
193,Fórum I Panorama,(18) 3871-8651,(18) 3871-8663,panoramaadm@tjsp.jus.br,Dracena,3,Entrância Inicial,Panorama,589.49,220V,"Rua Manoel Fernandes da Cunha , 1308 - Centro",17980-000,Panorama,SP
194,Fórum Paraguaçu Paulista,(18) 3362-8331,(18) 3362-8332,paraguacuadm@tjsp.jus.br,Assis,0,Entrância Inicial,Paraguaçu Paulista,422.58,220V,"Avenida Siqueira Campos , 1429 - Vila Affini",19703-001,Paraguaçu Paulista,SP
195,Fórum Paraibuna - (Dr Getúlio Evaristo dos Santos),(12) 2138-2461,Não Informado,paraibunaadm@tjsp.jus.br,São José dos Campos,1,Entrância Inicial,Paraibuna,100.96,110V,"Rua Major João Elias Calazans , 565 - Centro",12260-000,Paraibuna,SP
196,Fórum da Comarca de Paranapanema,(14) 3713-9602,Não Informado,paranapanemaadm@tjsp.jus.br,Avaré,1,Entrância Inicial,Paranapanema,213.59,110V,"Rua Doutor Fortunato Martins de Camargo , 610 - centro",18720-057,Paranapanema,SP
197,Comarca de Pariquera-Açu,(13) 3856-9801,Não Informado,pariqueraadm@tjsp.jus.br,Registro,1,Entrância Inicial,Pariquera-Açu,181.1,110V,"Av. Doutor Fernando Costa , 215 - Centro",11930-000,Pariquera-Açu,SP
198,Fórum I Patrocínio Paulista,(16) 3145-9801,Não Informado,patrocinioadm@tjsp.jus.br,Franca,1,Entrância Inicial,Patrocínio Paulista,330.22,110V,"Praça Nossa Senhora do Patrocínio , 1118 - centro",14415-000,Patrocínio Paulista,SP
199,FORO DA COMARCA DE PAULÍNIA,(19) 3578-8635,Não Informado,pauliniaadm@tjsp.jus.br,Campinas,3,Entrância Intermediária,Paulínia,102.28,110V,"Praça Vinte e Oito de Fevereiro , 180 - Centro",13140-285,Paulínia,SP
200,"Fórum ""PROMOTOR GABRIEL NETTUZZI PEREZ""",(17) 3802-9402,Não Informado,paulofariaadm@tjsp.jus.br,São José do Rio Preto,2,Entrância Inicial,Paulo de Faria,483.03,110V,"Rua XV de Novembro , 809 - centro",15490-000,Paulo de Faria,SP
201,Fórum Pederneiras I,(14) 2212-8601,Não Informado,pederneirasadm@tjsp.jus.br,Jaú,2,Entrância Inicial,Pederneiras,256.21,110V,"Rua Belmiro Pereira , 367 - Centro",17280-061,Pederneiras,SP
202,FÓRUM DESEMBARGADOR DÍNIO DE SANTIS GARCIA,(16) 3171-9303,Não Informado,pedregulhoadm@tjsp.jus.br,Franca,1,Entrância Inicial,Pedregulho,376.07,110V,"Praça Padre Luís Sávio , s/n - centro",14470-000,Pedregulho,SP
203,Fórum Pedreira -Dr. Artur Moreira de Almeida,(19) 2151-1317,Não Informado,pedreiraadm@tjsp.jus.br,Amparo,3,Entrância Inicial,Pedreira,93.62,110V,"Rua Odavilso Uttembergue , 80 - Pq. Industrial",13920-284,Pedreira,SP
204,Fórum Penápolis I -,(18) 2191-6205,Não Informado,penapolisadm@tjsp.jus.br,Araçatuba,4,Entrância Intermediária,Penápolis,425.45,220V,"Praça Doutor Carlos Sampaio Filho , 190 - Centro",16300-000,Penápolis,SP
205,Fórum I Pereira Barreto,(18) 2192-1604,Não Informado,pereirabarretoadm@tjsp.jus.br,Andradina,3,Entrância Inicial,Pereira Barreto,563.01,110V,"Rua Francisca Senhorinha Carneiro , s/n - Vila Municipal",15371-274,Pereira Barreto,SP
206,Fórum Peruíbe,(13) 3346-9266,Não Informado,peruibeadm@tjsp.jus.br,Itanhaém,2,Entrância Inicial,Peruíbe,93.39,110V,"Rua Nilo Soares Ferreira , 185 - Centro",11750-000,Peruíbe,SP
207,FÓRUM DESEMBARGADOR OSWALDO PINTO DO AMARAL,(15) 2102-5902,(15) 2102-5902,Não Informado,Sorocaba,2,Entrância Inicial,Piedade,82.71,110V,"Praça Raul Gomes de Abreu , 73 - Centro",18170-000,Piedade,SP
208,Fórum Desembargador Renato Carlos Mascarenhas (Prédio Principal),(15) 3414-8759,Não Informado,pilardosuladm@tjsp.jus.br,Sorocaba,0,Entrância Inicial,Pilar do Sul,113.85,220V,"Praça Padre Luiz Trentini , 330 - Centro",18185-075,Pilar do Sul,SP
209,Fórum Juiz José Roberto Paim,Não Informado,Não Informado,pindaadm@tjsp.jus.br,Taubaté,4,Entrância Final,Pindamonhangaba,138.57,110V,"Rua Alcides Ramos Nogueira , nº 780 - Socorro",12421705,Pindamonhangaba,SP
210,Fórum Pinhalzinho,(11) 4322-9677,Não Informado,pinhalzinhoadm@tjsp.jus.br,Bragança Paulista,1,Entrância Inicial,Pinhalzinho,85.63,110V,"Rua Boa Esperança , 266 - Centro",12995-000,Pinhalzinho,SP
211,FORO DA COMARCA DE PIQUETE,(12) 2124-9951,Não Informado,piqueteadm@tjsp.jus.br,Guaratinguetá,1,Entrância Inicial,Piquete,181.9,110V,"Rua Professora Maria de Lourdes Brito Vilar , s/n - Centro",12620-000,Piquete,SP
